sample_id	attr_value	attr_type	attr_category
2314	CCAL	Longhurst Province	Environment
2315	CCAL	Longhurst Province	Environment
2316	CCAL	Longhurst Province	Environment
2318	CCAL	Longhurst Province	Environment
2319	NPTG	Longhurst Province	Environment
2320	NPTG	Longhurst Province	Environment
2321	ANTA	Longhurst Province	Environment
2322	ANTA	Longhurst Province	Environment
2323	ANTA	Longhurst Province	Environment
2324	ANTA	Longhurst Province	Environment
2325	CHIN	Longhurst Province	Environment
2326	CARB	Longhurst Province	Environment
2327	CARB	Longhurst Province	Environment
2328	CARB	Longhurst Province	Environment
2329	CARB	Longhurst Province	Environment
2330	CARB	Longhurst Province	Environment
2331	CARB	Longhurst Province	Environment
2332	CARB	Longhurst Province	Environment
2333	CARB	Longhurst Province	Environment
2334	CARB	Longhurst Province	Environment
2335	CARB	Longhurst Province	Environment
2336	CARB	Longhurst Province	Environment
2337	CARB	Longhurst Province	Environment
2338	CARB	Longhurst Province	Environment
2339	CARB	Longhurst Province	Environment
2340	CARB	Longhurst Province	Environment
2341	CARB	Longhurst Province	Environment
2342	CARB	Longhurst Province	Environment
2343	CARB	Longhurst Province	Environment
2344	CARB	Longhurst Province	Environment
2345	CARB	Longhurst Province	Environment
2366	NECS	Longhurst Province	Environment
2367	NECS	Longhurst Province	Environment
2368	NECS	Longhurst Province	Environment
2369	NECS	Longhurst Province	Environment
2370	NECS	Longhurst Province	Environment
2371	NECS	Longhurst Province	Environment
2372	NECS	Longhurst Province	Environment
2373	NECS	Longhurst Province	Environment
2374	NECS	Longhurst Province	Environment
2375	NECS	Longhurst Province	Environment
2376	NECS	Longhurst Province	Environment
2377	NECS	Longhurst Province	Environment
2378	NECS	Longhurst Province	Environment
2379	NECS	Longhurst Province	Environment
2380	NECS	Longhurst Province	Environment
2388	NECS	Longhurst Province	Environment
2389	NECS	Longhurst Province	Environment
2390	NECS	Longhurst Province	Environment
2391	NECS	Longhurst Province	Environment
2392	NECS	Longhurst Province	Environment
2393	NECS	Longhurst Province	Environment
2394	NECS	Longhurst Province	Environment
2395	NECS	Longhurst Province	Environment
2396	NECS	Longhurst Province	Environment
2397	NECS	Longhurst Province	Environment
2398	NECS	Longhurst Province	Environment
2399	NECS	Longhurst Province	Environment
2403	NECS	Longhurst Province	Environment
2404	NECS	Longhurst Province	Environment
2405	NECS	Longhurst Province	Environment
2406	NECS	Longhurst Province	Environment
2407	NECS	Longhurst Province	Environment
2408	NECS	Longhurst Province	Environment
2409	NECS	Longhurst Province	Environment
2410	NECS	Longhurst Province	Environment
2411	NECS	Longhurst Province	Environment
2412	NECS	Longhurst Province	Environment
2413	NECS	Longhurst Province	Environment
2414	NECS	Longhurst Province	Environment
2415	NECS	Longhurst Province	Environment
2416	NECS	Longhurst Province	Environment
2417	NECS	Longhurst Province	Environment
2418	NECS	Longhurst Province	Environment
2419	NECS	Longhurst Province	Environment
2420	NECS	Longhurst Province	Environment
2423	NECS	Longhurst Province	Environment
2424	NECS	Longhurst Province	Environment
2425	NECS	Longhurst Province	Environment
2426	NECS	Longhurst Province	Environment
2427	NECS	Longhurst Province	Environment
2428	NECS	Longhurst Province	Environment
2430	MEDI	Longhurst Province	Environment
2436	MEDI	Longhurst Province	Environment
2437	MEDI	Longhurst Province	Environment
2438	MEDI	Longhurst Province	Environment
2439	MEDI	Longhurst Province	Environment
2440	MEDI	Longhurst Province	Environment
2441	MEDI	Longhurst Province	Environment
2442	MEDI	Longhurst Province	Environment
2443	MEDI	Longhurst Province	Environment
2444	MEDI	Longhurst Province	Environment
2445	MEDI	Longhurst Province	Environment
2446	MEDI	Longhurst Province	Environment
2447	MEDI	Longhurst Province	Environment
2448	MEDI	Longhurst Province	Environment
2449	MEDI	Longhurst Province	Environment
2450	MEDI	Longhurst Province	Environment
2451	MEDI	Longhurst Province	Environment
2468	SPSG	Longhurst Province	Environment
2469	SATL	Longhurst Province	Environment
2470	NWCS	Longhurst Province	Environment
2471	NWCS	Longhurst Province	Environment
2489	PEQD	Longhurst Province	Environment
2490	NADR	Longhurst Province	Environment
2491	ARAB	Longhurst Province	Environment
2493	SPSG	Longhurst Province	Environment
2494	NASW	Longhurst Province	Environment
2496	NECS	Longhurst Province	Environment
2497	NWCS	Longhurst Province	Environment
2498	NASW	Longhurst Province	Environment
2499	ARAB	Longhurst Province	Environment
2502	CHIL	Longhurst Province	Environment
2504	NPTG	Longhurst Province	Environment
2505	NECS	Longhurst Province	Environment
2507	SPSG	Longhurst Province	Environment
2508	CCAL	Longhurst Province	Environment
2513	NECS	Longhurst Province	Environment
2514	NPSW	Longhurst Province	Environment
2516	NPSW	Longhurst Province	Environment
2518	NPSW	Longhurst Province	Environment
2522	NASW	Longhurst Province	Environment
2523	NATR	Longhurst Province	Environment
2524	NECS	Longhurst Province	Environment
2528	NWCS	Longhurst Province	Environment
2529	NWCS	Longhurst Province	Environment
2530	NWCS	Longhurst Province	Environment
2531	NWCS	Longhurst Province	Environment
2534	APLR	Longhurst Province	Environment
2535	APLR	Longhurst Province	Environment
2536	APLR	Longhurst Province	Environment
2537	APLR	Longhurst Province	Environment
