sample_id	class	family	phylum	genus	species
1994		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
1994		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
1995		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
1995		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
1996		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
1996		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	aff. antarctica
1997		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1997		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1998		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1998		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	minuscula
1999		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
1999		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
2000		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2000		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2001		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2001		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2002		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2002		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2003		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2003		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Fragilariopsis	kerguelensis
2004		Pelagophyceae			Aureococcus	anophagefferens
2004		Pelagophyceae			Aureococcus	anophagefferens
2005			Perkinsidae		Perkinsus	chesapeaki
2005			Perkinsidae		Perkinsus	chesapeaki
2006		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
2006		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
2007		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
2007		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
2008		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
2008		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Tryblionella	compressa
2009		Pelagophyceae			Aureococcus	anophagefferens
2009		Pelagophyceae			Aureococcus	anophagefferens
2010		Pelagophyceae			Aureococcus	anophagefferens
2010		Pelagophyceae			Aureococcus	anophagefferens
2011		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2012		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2013		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2014		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2015		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2015		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2016		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2016		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2017		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2017		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2018		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2019		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2020		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2021				Chlorophyta	Prasinococcus	capsulatus
2022		Pelagophyceae			Aureococcus	anophagefferens
2022		Pelagophyceae			Aureococcus	anophagefferens
2023		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
2023		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
2024		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2024		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2025		Heterolobosea			Percolomonas	cosmopolitus
2026			Cafeteriaceae		Cafeteria	roenbergensis
2027			Isochrysidaceae		Isochrysis	galbana
2027			Isochrysidaceae		Isochrysis	galbana
2028		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Ostreococcus	sp. RCC789
2029		Heterolobosea			Percolomonas	cosmopolitus
2030		Dinophyceae	Goniodomataceae		Gambierdiscus	australes
2031					Palpitomonas	bilix
2032			Perkinsidae		Perkinsus	marinus
2032			Perkinsidae		Perkinsus	marinus
2033		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
2033		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
2034		Prostomatea	Colepidae		Tiarina	fusa
2035		Dinophyceae	Kareniaceae		Karenia	brevis
2035		Dinophyceae	Kareniaceae		Karenia	brevis
2036		Dinophyceae	Gonyaulacaceae		Alexandrium	margalefii
2037				Bolidophyceae	Bolidomonas	pacifica
2038		Fragilariophyceae	Thalassionemataceae	Bacillariophyta	Thalassionema	frauenfeldii
2039		Coscinodiscophyceae	Rhizosoleniaceae	Bacillariophyta	Rhizosolenia	setigera
2040		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
2040		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
2041		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
2041		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
2042		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
2042		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	striata
2043		Cryptophyta	Pyrenomonadaceae		Rhodomonas	lens
2044		Dinophyceae	Gymnodiniaceae		Amphidinium	massartii
2045		Coscinodiscophyceae	Stephanopyxidaceae	Bacillariophyta	Stephanopyxis	turris
2046		Dinophyceae	Amoebophryaceae		Amoebophrya	sp.
2047		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2047		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2048		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	chuii
2049		Dinophyceae	Goniodomataceae		Pyrodinium	bahamense
2050		Dinophyceae	Dinophysiaceae		Dinophysis	acuminata
2051		Litostomatea	Mesodiniidae		Myrionecta	rubra
2052		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2052		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2053		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2053		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2054		Dinophyceae	Kareniaceae		Karenia	brevis
2054		Dinophyceae	Kareniaceae		Karenia	brevis
2055		Cryptophyta	Geminigeraceae		Geminigera	cryophila
2056		Fragilariophyceae	Striatellaceae	Bacillariophyta	Striatella	unipunctata
2057		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2057		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2058		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2058		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	fraudulenta
2059		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2059		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2060		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2060		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2061		Dinophyceae	Kareniaceae		Karenia	brevis
2061		Dinophyceae	Kareniaceae		Karenia	brevis
2062		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	dohrnii
2062		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	dohrnii
2063		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2063		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2064		Mamiellophyceae	Crustomastigaceae	Chlorophyta	Crustomastix	stigmatica
2065		Chlorodendrophyceae	Chlorodendraceae	Chlorophyta	Tetraselmis	astigmatica
2066				Chlorophyta	Prasinoderma	coloniale
2067		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2067		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2068		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2068		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2069		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	dohrnii
2069		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	dohrnii
2070		Dinophyceae	Kareniaceae		Karenia	brevis
2070		Dinophyceae	Kareniaceae		Karenia	brevis
2071		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2071		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2072		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2072		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2073		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2073		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2074				Chlorophyta	Picocystis	salinarum
2074				Chlorophyta	Picocystis	salinarum
2075				Euglenida	Eutreptiella	gymnastica
2075				Euglenida	Eutreptiella	gymnastica
2076				Euglenida	Eutreptiella	gymnastica
2076				Euglenida	Eutreptiella	gymnastica
2077		Pelagophyceae			Pelagococcus	subviridis
2077		Pelagophyceae			Pelagococcus	subviridis
2078		Pelagophyceae			Pelagococcus	subviridis
2078		Pelagophyceae			Pelagococcus	subviridis
2079		Dinophyceae	Kareniaceae		Karenia	brevis
2079		Dinophyceae	Kareniaceae		Karenia	brevis
2080		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	grethae
2081		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2082		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2082		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2083		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2083		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2084				Euglenida	Eutreptiella	gymnastica
2084				Euglenida	Eutreptiella	gymnastica
2085		Chrysophyceae	Dinobryaceae			
2085		Chrysophyceae	Dinobryaceae			
2086		Pelagophyceae			Pelagococcus	subviridis
2086		Pelagophyceae			Pelagococcus	subviridis
2087		Pelagophyceae			Pelagococcus	subviridis
2087		Pelagophyceae			Pelagococcus	subviridis
2088		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	japonicum
2089		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2089		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2090		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2090		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	curvisetus
2091		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
2091		Bacillariophyceae	Amphipleuraceae	Bacillariophyta		
2092			Prymnesiaceae		Prymnesium	parvum
2092			Prymnesiaceae		Prymnesium	parvum
2093		Pelagophyceae			Pelagomonas	calceolata
2093		Pelagophyceae			Pelagomonas	calceolata
2094		Pelagophyceae			Pelagomonas	calceolata
2094		Pelagophyceae			Pelagomonas	calceolata
2095			Isochrysidaceae		Isochrysis	galbana
2095			Isochrysidaceae		Isochrysis	galbana
2096		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	menzellii
2096		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	menzellii
2097		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	menzellii
2097		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	menzellii
2098			Pinguiochrysidaceae	Pinguiophyceae	Phaeomonas	parva
2099		Pelagophyceae				
2100		Pelagophyceae				
2101					Partenskyella	glossopodia
2102				Bolidophyceae	Bolidomonas	pacifica
2103				Bolidophyceae		
2104			Thraustochytriaceae		Aplanochytrium	stocchinoi
2104			Thraustochytriaceae		Aplanochytrium	stocchinoi
2105		Synurophyceae	Mallomonadaceae			
2106				Bolidophyceae		
2107		Mediophyceae	Cymatosiraceae	Bacillariophyta	Minutocellus	polymorphus
2108		Dictyochophyceae			Florenciella	parvula
2109			Thraustochytriaceae		Aplanochytrium	stocchinoi
2109			Thraustochytriaceae		Aplanochytrium	stocchinoi
2110			Pleurochrysidaceae		Pleurochrysis	carterae
2110			Pleurochrysidaceae		Pleurochrysis	carterae
2111			Pleurochrysidaceae		Pleurochrysis	carterae
2111			Pleurochrysidaceae		Pleurochrysis	carterae
2112			Pleurochrysidaceae		Pleurochrysis	carterae
2112			Pleurochrysidaceae		Pleurochrysis	carterae
2113		Pelagophyceae				
2114		Dictyochophyceae				
2115		Mamiellophyceae		Chlorophyta		
2116			Thraustochytriaceae		Aplanochytrium	stocchinoi
2116			Thraustochytriaceae		Aplanochytrium	stocchinoi
2117			Pavlovaceae		Pavlova	sp. CCMP459
2117			Pavlovaceae		Pavlova	sp. CCMP459
2118			Pavlovaceae		Pavlova	sp. CCMP459
2118			Pavlovaceae		Pavlova	sp. CCMP459
2119		Synurophyceae	Ochromonadaceae			
2119		Synurophyceae	Ochromonadaceae			
2120		Dictyochophyceae			Rhizochromulina	marina
2121		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2122		Pelagophyceae			Pelagomonas	calceolata
2123		Pelagophyceae				
2124		Cryptophyta	Hemiselmidaceae		Hemiselmis	tepida
2125		Synurophyceae	Ochromonadaceae			
2125		Synurophyceae	Ochromonadaceae			
2126		Synurophyceae	Ochromonadaceae			
2126		Synurophyceae	Ochromonadaceae			
2127		Synurophyceae	Ochromonadaceae			
2127		Synurophyceae	Ochromonadaceae			
2128		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Synedropsis	cf. recta
2129		Chrysophyceae	Chromulinaceae			
2130		Trebouxiophyceae		Chlorophyta	Picochlorum	sp. RCC944
2131		Cryptophyta	Hemiselmidaceae		Hemiselmis	rufescens
2132					Bigelowiella	natans
2133		Dinophyceae	Podolampaceae		Lessardia	elongata
2134		Dinophyceae	Gymnodiniaceae		Gyrodinium	dominans
2135			Noelaerhabdaceae		Emiliania	huxleyi
2135			Noelaerhabdaceae		Emiliania	huxleyi
2136		Chlorophyceae	Chlamydomonadaceae	Chlorophyta		
2137					Pontosphaeraceae	Scyphosphaera apsteinii
2138			Calcidiscaceae		Calcidiscus	leptoporus
2139					Chrysoculter	rhomboideus
2140					Bigelowiella	longifila
2141			Noelaerhabdaceae		Emiliania	huxleyi
2141			Noelaerhabdaceae		Emiliania	huxleyi
2142			Noelaerhabdaceae		Emiliania	huxleyi
2142			Noelaerhabdaceae		Emiliania	huxleyi
2143			Noelaerhabdaceae		Emiliania	huxleyi
2143			Noelaerhabdaceae		Emiliania	huxleyi
2144				Chlorophyta		
2145				Chlorophyta		
2146		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta	Chaetoceros	neogracile
2147			Noelaerhabdaceae		Emiliania	huxleyi
2147			Noelaerhabdaceae		Emiliania	huxleyi
2148			Noelaerhabdaceae		Emiliania	huxleyi
2148			Noelaerhabdaceae		Emiliania	huxleyi
2149			Noelaerhabdaceae		Emiliania	huxleyi
2149			Noelaerhabdaceae		Emiliania	huxleyi
2150				Chlorophyta		
2151				Chlorophyta		
2152		Dictyochophyceae			Florenciella	parvula
2153			Noelaerhabdaceae		Emiliania	huxleyi
2153			Noelaerhabdaceae		Emiliania	huxleyi
2154				Chlorophyta	Prasinoderma	singularis
2155			Pycnococcaceae	Chlorophyta	Pycnococcus	provasolii
2156						
2157			Thraustochytriaceae		Aplanochytrium	stocchinoi
2157			Thraustochytriaceae		Aplanochytrium	stocchinoi
2158			Pinguiochrysidaceae	Pinguiophyceae	Pinguiococcus	pyrenoidosus
2159		Trebouxiophyceae		Chlorophyta	Picochlorum	oklahomense
2160		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2160		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2161		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2161		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2162			Isochrysidaceae			
2162			Isochrysidaceae			
2163		Cryptophyta	Pyrenomonadaceae		Rhodomonas	sp. CCMP768
2163		Cryptophyta	Pyrenomonadaceae		Rhodomonas	sp. CCMP768
2164		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2165		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2166		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2167		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
2168		Coscinodiscophyceae	Chaetocerotaceae	Bacillariophyta		
2169			Pycnococcaceae	Chlorophyta		
2170			Prymnesiaceae		Haptolina	brevifila
2171		Chrysophyceae	Chromulinaceae		Spumella	elongata
2172		Cryptophyta	Pyrenomonadaceae		Rhodomonas	abbreviata
2173						
2174		Chrysophyceae	Paraphysomonadaceae			
2175			Cafeteriaceae			
2176		Chrysophyceae	Chromulinaceae			
2177		Mamiellophyceae	Mamiellaceae	Chlorophyta	Mantoniella	antarctica
2178		Chrysophyceae	Paraphysomonadaceae		Paraphysomonas	vestita
2179		Bacillariophyceae	Amphipleuraceae	Bacillariophyta	Amphiprora	paludosa
2180				Chlorophyta		
2181		Coscinodiscophyceae	Rhizosoleniaceae	Bacillariophyta	Dactyliosolen	fragilissimus
2182		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2182		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2183		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2183		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2184		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2184		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2185		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2185		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	rotula
2186		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
2186		Coscinodiscophyceae	Skeletonemataceae	Bacillariophyta	Skeletonema	marinoi
2187		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. CCMP421
2188			Bodonidae		Neobodo	designis
2189		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
2189		Dinophyceae	Crypthecodiniaceae		Crypthecodinium	cohnii
2190		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	gravida
2190		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	gravida
2191		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	gravida
2191		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	gravida
2192		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	gravida
2192		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	gravida
2193		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. clade A
2194		Heterotrichea	Fabreidae		Fabrea	salina
2195		Cryptophyta	Hemiselmidaceae		Hemiselmis	virescens
2196		Fragilariophyceae	Licmophoraceae	Bacillariophyta	Licmophora	paradoxa
2197		Fragilariophyceae	Fragilariaceae	Bacillariophyta		
2198		Coscinodiscophyceae	Leptocylindraceae	Bacillariophyta	Leptocylindrus	danicus
2199			Noelaerhabdaceae		Gephyrocapsa	oceanica
2199			Noelaerhabdaceae		Gephyrocapsa	oceanica
2200			Noelaerhabdaceae		Gephyrocapsa	oceanica
2200			Noelaerhabdaceae		Gephyrocapsa	oceanica
2201			Noelaerhabdaceae		Gephyrocapsa	oceanica
2201			Noelaerhabdaceae		Gephyrocapsa	oceanica
2202			Noelaerhabdaceae		Gephyrocapsa	oceanica
2202			Noelaerhabdaceae		Gephyrocapsa	oceanica
2203		Dinophyceae	Symbiodiniaceae			
2203		Dinophyceae	Symbiodiniaceae			
2204		Dinophyceae	Symbiodiniaceae			
2204		Dinophyceae	Symbiodiniaceae			
2205		Dinophyceae	Symbiodiniaceae			
2205		Dinophyceae	Symbiodiniaceae			
2206		Dinophyceae	Symbiodiniaceae			
2206		Dinophyceae	Symbiodiniaceae			
2207		Foraminifera	Elphidiidae		Elphidium	margaritaceum
2208		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2208		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2209		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2209		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2210			Isochrysidaceae			
2210			Isochrysidaceae			
2211		Cryptophyta	Pyrenomonadaceae		Rhodomonas	sp. CCMP768
2211		Cryptophyta	Pyrenomonadaceae		Rhodomonas	sp. CCMP768
2212		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2212		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2213		Chlorophyceae	Chlamydomonadaceae	Chlorophyta	Chlamydomonas	leiostraca
2214		Chlorophyceae	Chlamydomonadaceae	Chlorophyta	Chlamydomonas	chlamydogama
2215		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2216		Fragilariophyceae	Fragilariaceae	Bacillariophyta	Asterionellopsis	glacialis
2217		Heterotrichea	Blepharismidae		Blepharisma	japonicum
2219		Dinophyceae	Symbiodiniaceae		Symbiodinium	sp. type D1a
2220		Spirotrichea	Euplotidae		Moneuplotes	crassus
2221			Pavlovaceae		Pavlova	sp. CCMP459
2221			Pavlovaceae		Pavlova	sp. CCMP459
2222		Foraminifera	Rotaliidae			
2223		Dinophyceae	Gonyaulacaceae		Alexandrium	catenella
2224				Chromerida		
2225				Chromerida	Chromera	velia
2226		Glaucocystophyceae	Gloeochaetaceae		Gloeochaete	wittrockiana
2226		Glaucocystophyceae	Gloeochaetaceae		Gloeochaete	wittrockiana
2227		Compsopogonophyceae	Compsopogonaceae		Compsopogon	caeruleus
2228		Bangiophyceae	Porphyridiaceae		Porphyridium	aerugineum
2229		Rhodellophyceae	Rhodellaceae		Rhodella	maculata
2229		Rhodellophyceae	Rhodellaceae		Rhodella	maculata
2230		Stylonematophyceae	Stylonemataceae		Rhodosorus	marinus
2231		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2231		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2232		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2232		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2233		Heterotrichea	Climacostomidae		Climacostomum	virens
2234		Mamiellophyceae	Bathycoccaceae	Chlorophyta	Bathycoccus	prasinos
2235		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2236		Mamiellophyceae	Mamiellaceae	Chlorophyta	Micromonas	pusilla
2237		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2237		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2238		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2238		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2239		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2239		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2240		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2240		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2241		Bacillariophyceae	Bacillariaceae	Bacillariophyta	Pseudo-nitzschia	heimii
2242		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
2242		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
2243		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
2243		Dinophyceae	Oxyrrhinaceae		Oxyrrhis	marina
2244		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2244		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2245		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2245		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2246		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2246		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2247		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2247		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2248		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2248		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2249		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2249		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2250		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2250		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2251		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2251		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
2252		Coscinodiscophyceae	Thalassiosiraceae	Bacillariophyta	Thalassiosira	weissflogii
